CHMF,GMKN,LKOH,MSNG,NLMK,NVTK,PIKK,PLZL,SBER,YNDX,<DATE>
684.2,8250.0,2779.5,2.1665,104.29,626.7,294.9,4102.0,145.0,1541.0,20170619
704.0,8311.0,2769.0,2.154,104.81,619.8,292.9,4228.0,144.9,1554.0,20170620
714.3,8290.0,2728.5,2.1655,105.55,611.0,291.0,4215.0,143.49,1585.0,20170621
720.0,7850.0,2760.5,2.165,107.22,624.1,298.9,4196.0,144.25,1618.0,20170622
728.0,8015.0,2775.0,2.195,107.0,625.9,305.9,4237.0,144.1,1616.5,20170623
733.5,7999.0,2767.0,2.253,110.65,621.9,302.5,4175.0,144.49,1608.0,20170626
766.3,8126.0,2800.0,2.2425,111.98,634.8,301.6,4200.0,147.1,1582.5,20170627
783.9,8175.0,2874.5,2.2575,113.84,635.6,300.4,4203.0,145.5,1612.0,20170628
774.0,8180.0,2873.0,2.2175,116.0,641.7,295.1,4030.0,143.8,1588.0,20170629
776.0,8068.0,2872.5,2.236,115.65,645.5,296.9,3971.08,145.59,1536.0,20170630
793.0,8246.0,2920.0,2.25,117.23,658.9,303.5,3955.0,147.5,1560.0,20170703
804.0,8197.0,2933.0,2.29,118.31,657.7,308.0,3923.78,149.39,1566.5,20170704
815.7,8288.0,2951.5,2.3195,120.23,651.7,302.4,3905.71,148.96,1558.5,20170705
805.2,8343.0,2985.0,2.3275,121.0,646.5,300.0,3939.95,150.35,1564.0,20170706
800.6,8373.0,2856.0,2.314,120.52,641.0,295.2,3995.0,152.16,1578.5,20170707
801.5,8515.0,2859.0,2.3535,120.6,638.6,295.0,3994.97,155.0,1594.0,20170710
823.0,8591.0,2875.0,2.4075,122.87,638.5,292.4,4047.97,156.91,1612.0,20170711
843.9,8600.0,2914.5,2.525,123.88,639.3,294.0,4031.12,160.85,1632.0,20170712
834.4,8496.0,2908.5,2.5365,123.87,633.5,292.0,4059.0,159.94,1898.5,20170713
835.0,8480.0,2923.0,2.5295,124.19,625.2,298.4,3925.81,161.4,1867.0,20170714
835.0,8593.0,2880.0,2.485,124.0,625.0,299.6,3941.49,161.98,1866.0,20170717
836.3,8574.0,2840.0,2.5355,126.27,617.0,295.4,3935.0,161.7,1867.0,20170718
860.0,8693.0,2896.0,2.5395,126.75,624.8,296.6,3932.0,164.34,1849.0,20170719
848.0,8410.0,2896.0,2.536,123.85,627.6,295.9,3900.0,163.93,1845.0,20170720
820.0,8388.0,2842.0,2.531,124.02,617.1,294.5,3885.15,162.1,1856.0,20170721
837.1,8585.0,2826.5,2.52,124.65,624.3,294.0,3929.97,161.33,1916.0,20170724
840.7,8675.0,2835.0,2.53,123.26,614.0,281.2,3906.0,160.22,1906.0,20170725
842.0,8646.0,2833.0,2.6535,127.0,612.5,287.8,3896.0,161.55,1899.5,20170726
841.0,8865.0,2851.5,2.6415,125.3,615.9,290.5,3903.06,166.0,1888.5,20170727
820.5,8831.0,2794.0,2.5945,123.57,604.9,287.2,3888.0,165.4,1754.5,20170728
833.7,8930.0,2797.5,2.6105,125.0,607.7,292.8,3909.75,164.53,1743.0,20170731
841.5,9055.0,2864.5,2.6475,125.93,613.1,291.5,3918.0,166.31,1746.5,20170801
852.0,9142.0,2938.0,2.6145,128.0,621.4,295.1,3942.0,169.9,1719.0,20170802
847.3,9095.0,2930.0,2.6235,129.3,617.9,294.7,3921.0,170.0,1744.0,20170803
845.3,9099.0,2903.0,2.644,128.75,609.0,294.4,3954.0,169.73,1770.5,20170804
853.2,9270.0,2917.5,2.65,133.49,614.1,290.0,3956.0,172.79,1795.5,20170807
861.7,9200.0,2974.0,2.619,133.39,624.7,292.0,3951.0,175.75,1792.5,20170808
857.6,9269.0,2939.0,2.71,134.6,615.0,291.0,4032.0,173.4,1835.5,20170809
850.2,9180.0,2901.5,2.7255,133.72,614.0,289.8,4203.0,172.2,1786.0,20170810
828.0,9000.0,2860.0,2.6985,133.3,613.5,293.5,4300.0,172.05,1731.5,20170811
838.8,9050.0,2883.5,2.752,131.7,604.5,294.8,4310.0,172.51,1765.5,20170814
840.3,8919.0,2874.0,2.758,129.92,603.9,293.9,4312.0,172.33,1798.0,20170815
844.4,8725.0,2846.5,2.7405,131.47,599.0,292.2,4310.0,173.05,1818.0,20170816
852.5,8768.0,2841.0,2.751,128.81,595.6,294.6,4343.0,172.72,1832.0,20170817
850.0,8899.0,2829.0,2.8095,127.49,596.7,295.0,4330.0,169.5,1785.0,20170818
857.6,9005.0,2854.5,2.908,126.5,605.2,295.5,4300.0,169.9,1769.0,20170821
865.2,9071.0,2897.0,2.8705,126.2,612.1,296.5,4310.0,171.0,1756.0,20170822
860.2,9130.0,2893.5,2.8775,128.8,602.1,295.5,4320.0,175.3,1765.0,20170823
859.3,9220.0,2894.0,2.904,128.08,602.0,295.6,4336.0,179.8,1768.0,20170824
879.0,9150.0,2915.0,2.883,127.64,603.8,295.3,4310.0,180.51,1757.0,20170825
874.9,9289.0,2920.0,2.906,127.9,596.0,290.5,4316.0,181.85,1725.5,20170828
876.9,9473.0,2894.0,3.0555,128.1,594.1,292.0,4523.0,181.89,1743.0,20170829
894.7,9500.0,2905.0,3.1895,134.39,601.2,291.9,4607.0,183.5,1728.5,20170830
910.0,9790.0,2940.5,3.263,139.92,599.3,289.9,4547.0,183.51,1752.0,20170831
894.9,9803.0,2915.0,3.254,136.83,596.5,292.7,4608.0,183.66,1820.0,20170901
904.5,9746.0,2895.0,3.191,132.6,597.7,290.0,4700.0,184.1,1833.0,20170904
894.0,9692.0,2883.5,3.1905,131.5,602.0,298.7,4676.0,184.14,1863.0,20170905
911.7,9825.0,2919.0,3.21,132.5,599.8,314.0,4652.0,183.12,1843.0,20170906
905.0,9660.0,2876.0,3.186,128.7,600.0,312.5,4666.0,184.0,1820.0,20170907
898.3,9675.0,2925.0,3.02,131.4,606.2,314.2,4747.0,185.89,1865.5,20170908
906.0,9667.0,2909.0,3.065,130.7,600.1,314.5,4778.0,190.5,1867.0,20170911
912.3,9867.0,2961.5,3.08,134.48,604.5,310.5,4693.0,189.32,1903.5,20170912
912.2,9650.0,2938.0,3.031,133.44,606.0,311.0,4680.0,189.1,1876.0,20170913
912.6,9560.0,2970.0,2.948,132.02,606.1,321.0,4628.0,188.64,1858.0,20170914
912.2,9535.0,2978.5,2.9465,130.83,610.0,316.0,4599.0,188.75,1895.0,20170915
913.1,9547.0,3032.5,3.0495,131.4,623.0,312.1,4631.0,188.04,1893.5,20170918
891.4,9613.0,3025.0,3.05,128.9,627.0,310.1,4630.0,184.85,1872.5,20170919
907.9,9673.0,2985.0,3.078,129.32,636.8,310.1,4629.0,186.47,1872.0,20170920
892.1,9710.0,2991.5,3.0195,127.5,651.5,312.0,4600.0,187.38,1872.0,20170921
882.3,9593.0,2970.0,3.0015,128.65,645.4,310.0,4450.0,187.55,1922.0,20170922
875.9,9650.0,3039.5,2.9985,128.73,651.7,314.7,4435.0,191.2,1853.0,20170925
875.0,9607.0,3022.0,2.954,132.15,662.3,318.6,4362.0,192.54,1848.0,20170926
874.8,9649.0,3064.5,3.0005,132.25,660.3,315.1,4445.0,193.7,1867.0,20170927
867.1,9648.0,3065.0,3.012,131.16,657.0,317.0,4438.0,191.96,1856.5,20170928
869.5,9920.0,3064.0,3.03,132.29,664.0,316.3,4450.0,192.33,1873.0,20170929
883.6,10134.0,3044.5,2.985,136.2,660.0,317.7,4520.0,193.0,1906.5,20171002
892.3,10253.0,3054.0,2.966,136.7,663.5,319.3,4526.0,192.5,1961.0,20171003
887.0,10213.0,3038.5,2.9625,136.65,668.4,321.2,4545.0,192.03,1942.5,20171004
887.3,10328.0,3054.0,2.935,135.99,680.0,324.3,4578.0,193.74,1925.0,20171005
886.2,10313.0,3060.0,2.97,137.97,677.1,320.5,4543.0,194.16,1893.0,20171006
895.9,10438.0,3052.5,3.021,138.7,666.1,315.4,4585.0,194.0,1920.0,20171009
898.0,10254.0,3037.5,3.05,137.4,666.7,319.0,4597.0,193.21,1840.0,20171010
914.9,10275.0,3040.0,3.06,135.89,681.6,324.8,4590.0,195.83,1855.5,20171011
900.8,10155.0,3035.0,2.986,132.58,675.3,326.3,4620.0,195.51,1863.0,20171012
903.2,10490.0,3018.0,2.994,133.0,669.0,325.3,4625.0,196.48,1858.0,20171013
906.7,10780.0,3020.0,2.9785,136.29,667.1,309.8,4667.0,197.7,1832.0,20171016
900.0,10730.0,3003.0,2.9635,136.44,657.7,311.5,4656.0,197.2,1833.0,20171017
897.0,10756.0,3011.0,2.968,134.2,664.6,316.0,4785.0,195.31,1852.0,20171018
891.0,10527.0,2985.0,2.93,131.9,660.7,311.5,4728.0,192.2,1839.5,20171019
905.0,10696.0,2994.0,2.9105,130.75,661.8,316.9,4784.0,192.97,1796.0,20171020
911.0,10673.0,2997.0,2.8905,134.03,664.0,316.0,4703.0,192.34,1799.0,20171023
917.7,10666.0,3018.0,2.8735,137.15,656.0,311.5,4740.0,192.5,1889.0,20171024
908.5,10390.0,3005.0,2.8555,133.45,650.7,312.8,4625.0,192.04,1855.0,20171025
905.1,10425.0,2996.0,2.9455,135.07,647.0,314.2,4605.0,192.75,1896.0,20171026
905.5,10532.0,3064.5,3.0235,135.25,651.8,312.8,4671.0,196.05,1921.0,20171027
900.9,10590.0,3058.0,3.027,133.31,649.0,312.0,4689.0,195.0,1898.0,20171030
898.3,10592.0,3096.0,3.0685,133.21,651.0,311.6,4804.0,193.8,1950.0,20171031
910.7,11050.0,3144.5,3.065,134.03,654.0,310.9,4816.0,194.05,1991.5,20171101
899.2,11350.0,3150.0,3.05,132.45,652.0,310.0,4778.0,193.85,1932.0,20171102
902.3,11551.0,3168.5,3.05,131.46,651.1,311.4,4830.0,193.8,1965.0,20171103
911.0,11610.0,3325.0,3.026,132.13,672.0,314.0,4823.0,205.96,1950.5,20171107
911.5,11455.0,3336.0,3.027,132.0,674.2,312.9,4823.0,209.09,1935.5,20171108
884.5,11465.0,3368.0,3.0085,130.0,674.3,310.6,4930.0,220.05,1890.0,20171109
884.4,11400.0,3344.5,3.0335,130.83,675.2,313.9,4943.0,217.7,1856.5,20171110
897.0,11470.0,3326.0,3.0515,131.65,673.5,315.2,4994.0,216.61,1860.0,20171113
897.0,11151.0,3325.0,3.031,134.1,675.2,316.8,5182.0,221.4,1890.0,20171114
902.2,10803.0,3296.0,2.9915,132.5,656.8,307.3,5083.0,225.95,1873.0,20171115
890.3,11044.0,3304.0,3.009,133.3,663.5,316.3,5060.0,227.5,1925.5,20171116
894.6,10813.0,3304.5,3.0035,132.38,658.4,309.9,5070.0,225.65,1949.5,20171117
896.4,10544.0,3281.0,3.015,131.69,665.0,309.1,5070.0,224.6,2002.5,20171120
905.1,10515.0,3319.5,3.0125,134.92,667.0,305.6,5110.0,231.0,2038.0,20171121
905.0,10768.0,3369.0,3.0025,132.85,671.1,305.0,5046.0,230.25,1975.0,20171122
906.8,10609.0,3380.0,2.9805,132.76,669.9,313.0,5030.0,225.56,1987.5,20171123
910.5,10750.0,3395.0,2.9945,132.17,673.3,304.5,5010.0,228.0,2025.0,20171124
898.0,10550.0,3365.0,2.9815,129.0,661.4,302.0,5050.0,226.76,2017.0,20171127
901.7,10220.0,3343.0,2.999,131.3,678.7,304.5,5055.0,230.0,1991.5,20171128
895.4,10107.0,3308.5,2.96,129.93,666.4,299.0,5050.0,228.2,1957.0,20171129
924.0,9876.0,3292.5,2.95,132.25,650.0,299.6,4912.0,224.35,1940.5,20171130
912.5,10080.0,3344.0,2.905,130.22,663.5,303.5,4920.0,221.5,1931.5,20171201
875.5,10166.0,3390.5,2.819,134.31,666.0,311.1,4868.0,224.6,1907.0,20171204
868.0,10077.0,3403.0,2.819,133.96,669.8,317.3,4697.0,223.91,1899.0,20171205
880.0,10166.0,3403.0,2.875,138.76,673.0,320.0,4815.0,223.75,1900.0,20171206
892.9,10063.0,3374.5,2.8325,139.2,677.1,323.8,4780.0,219.81,1949.5,20171207
886.7,10077.0,3388.5,2.817,138.86,668.4,312.8,4714.0,220.89,1957.0,20171208
899.6,10423.0,3432.5,2.8035,147.3,676.9,316.0,4682.0,227.69,1997.5,20171211
895.0,10787.0,3473.5,2.7895,146.17,695.0,310.6,4668.0,227.9,1954.0,20171212
898.3,10512.0,3458.0,2.718,144.3,690.0,308.4,4291.0,221.8,1938.0,20171213
899.6,10669.0,3453.5,2.714,142.74,686.0,310.2,4520.0,229.9,1919.0,20171214
901.4,10595.0,3420.0,2.751,141.95,698.0,308.2,4665.0,226.53,1895.0,20171215
891.6,10680.0,3395.5,2.7745,141.8,688.6,308.8,4690.0,227.4,1892.0,20171218
892.8,10653.0,3402.0,2.79,141.55,680.0,307.0,4643.0,224.1,1902.0,20171219
877.8,10613.0,3373.0,2.788,141.85,665.1,305.3,4592.0,226.0,1873.5,20171220
871.2,10531.0,3332.5,2.807,145.75,674.7,306.9,4463.0,223.6,1884.0,20171221
876.9,10710.0,3347.0,2.7215,146.5,684.4,307.1,4428.0,221.44,1832.0,20171222
875.7,10655.0,3320.0,2.7035,145.0,671.8,306.0,4363.0,223.3,1847.0,20171225
869.2,10629.0,3288.0,2.6815,147.23,671.5,309.9,4394.0,223.57,1840.0,20171226
889.9,10621.0,3283.5,2.615,148.25,679.5,319.4,4410.0,226.98,1865.0,20171227
889.6,10694.0,3317.0,2.6155,147.0,676.0,324.9,4405.0,224.2,1883.5,20171228
887.4,10850.0,3334.5,2.624,147.22,677.7,326.5,4595.0,225.2,1894.0,20171229
897.4,11302.0,3421.5,2.6555,149.0,695.1,327.4,4466.0,231.9,1943.5,20180103
908.0,11585.0,3501.0,2.674,153.0,697.3,327.5,4478.0,238.8,1978.0,20180104
920.0,11565.0,3569.5,2.72,146.46,701.0,327.8,4469.0,238.6,1942.5,20180105
939.3,11675.0,3628.5,2.714,149.25,695.4,323.0,4556.0,240.4,1963.0,20180109
949.0,11655.0,3641.0,2.731,149.9,685.4,322.4,4411.0,237.76,1972.0,20180110
955.9,11662.0,3687.5,2.731,150.4,687.4,325.8,4357.0,239.0,1963.0,20180111
968.6,11600.0,3908.0,2.715,153.59,679.2,317.0,4328.0,237.75,1955.0,20180112
963.7,11750.0,3876.5,2.708,152.5,690.4,315.4,4382.0,238.85,1970.0,20180115
945.0,11375.0,3862.0,2.65,150.88,686.9,311.5,4487.0,239.64,1992.5,20180116
941.2,11498.0,3851.5,2.6685,151.7,689.1,314.3,4659.0,239.82,2035.0,20180117
936.2,11560.0,3855.0,2.687,152.8,693.0,307.8,4520.0,245.5,2099.0,20180118
953.0,11470.0,3825.5,2.69,154.95,700.0,296.5,4446.0,242.45,2098.5,20180119
967.8,11488.0,3870.0,2.79,157.14,704.0,303.8,4527.0,243.99,2118.5,20180122
935.4,11198.0,3841.5,2.718,153.7,703.9,313.0,4543.0,244.4,2145.0,20180123
930.0,11325.0,3850.0,2.7,150.7,709.0,312.1,4568.0,247.53,2138.0,20180124
950.0,11537.0,3825.0,2.7055,154.0,717.2,311.5,4570.0,250.64,2134.0,20180125
952.7,11420.0,3821.0,2.695,153.93,718.6,306.5,4500.0,247.0,2176.0,20180126
936.9,11539.0,3778.0,2.71,153.19,714.7,306.0,4599.0,250.48,2197.5,20180129
929.8,11483.0,3713.0,2.7545,150.9,711.6,307.0,4547.0,257.8,2150.0,20180130
919.1,11608.0,3728.0,2.7225,147.0,727.7,306.0,4580.0,264.5,2179.0,20180131
941.8,11639.0,3760.5,2.74,150.4,732.0,305.6,4535.0,263.2,2202.0,20180201
918.0,11496.0,3797.0,2.7,146.14,733.0,306.0,4509.0,257.32,2150.0,20180202
923.8,11581.0,3752.0,2.72,147.1,728.0,307.8,4542.0,255.64,2150.0,20180205
912.9,11308.0,3655.5,2.6215,144.78,729.7,305.5,4500.0,258.94,2054.5,20180206
932.2,11268.0,3735.0,2.65,146.05,736.4,305.0,4351.0,257.58,2140.5,20180207
917.8,11110.0,3686.0,2.65,143.0,731.0,305.0,4381.0,253.19,2159.0,20180208
907.0,11101.0,3617.5,2.6095,137.95,714.4,304.7,4322.0,250.11,2086.5,20180209
913.5,11147.0,3656.5,2.6625,143.7,718.0,309.3,4350.0,255.05,2127.0,20180212
941.6,11500.0,3729.5,2.645,148.79,719.1,314.5,4386.0,258.3,2135.0,20180213
930.0,11761.0,3709.0,2.6775,147.68,730.0,314.9,4467.0,262.03,2200.0,20180214
949.2,11785.0,3730.0,2.672,148.05,741.8,313.2,4490.0,264.58,2283.5,20180215
949.2,10810.0,3751.0,2.6435,149.24,737.6,316.7,4503.0,266.99,2371.5,20180216
945.3,11171.0,3715.0,2.6575,152.89,729.1,314.9,4497.0,266.85,2416.5,20180219
940.0,11060.0,3744.0,2.654,153.0,728.0,320.0,4489.0,267.22,2413.0,20180220
942.4,11300.0,3808.5,2.665,148.3,739.9,316.8,4569.0,279.2,2473.5,20180221
936.0,11380.0,3836.0,2.691,148.56,735.9,319.4,4520.0,277.49,2435.5,20180222
949.9,11874.0,3839.5,2.723,148.73,734.0,322.0,4499.0,279.97,2383.0,20180226
939.7,11550.0,3838.5,2.7515,146.65,735.0,316.0,4548.0,278.21,2386.0,20180227
918.4,11159.0,3776.5,2.7275,146.1,710.0,323.1,4646.0,272.4,2343.5,20180228
914.2,11173.0,3754.0,2.703,145.83,732.9,322.1,4706.0,275.0,2310.0,20180301
897.3,11248.0,3749.5,2.6835,144.45,732.0,323.1,4760.0,273.0,2280.5,20180302
903.2,11199.0,3730.0,2.7485,146.9,736.4,318.5,4708.0,277.0,2347.5,20180305
897.0,11161.0,3744.0,2.7005,145.36,736.9,320.0,4703.0,274.03,2389.5,20180306
891.0,11160.0,3721.0,2.688,146.3,729.3,319.0,4677.0,274.0,2427.5,20180307
886.5,11077.0,3789.0,2.748,145.55,737.5,321.7,4745.0,274.6,2469.0,20180309
886.0,11157.0,3770.0,2.71,149.45,744.8,322.4,4829.0,274.3,2450.0,20180312
884.5,11101.0,3773.0,2.6875,150.99,731.6,323.5,4930.0,273.95,2415.0,20180313
895.0,10881.0,3742.0,2.6275,150.0,726.7,322.9,4879.0,262.5,2430.5,20180314
890.8,10890.0,3800.0,2.6815,148.27,734.5,323.5,4838.0,254.51,2446.0,20180315
907.1,10927.0,3874.5,2.69,153.0,747.1,324.8,4780.0,256.15,2436.0,20180316
884.8,10911.0,3815.0,2.715,148.2,757.0,318.7,4708.0,255.0,2426.0,20180319
873.6,10950.0,3860.0,2.73,148.04,757.5,316.7,4680.0,257.15,2463.0,20180320
880.1,10932.0,3874.0,2.74,148.5,760.4,317.7,4575.0,268.88,2497.5,20180321
877.8,11003.0,3857.0,2.73,149.2,748.7,315.9,4465.0,265.5,2385.0,20180322
882.0,10998.0,3874.5,2.74,148.54,750.0,318.4,4447.0,262.0,2385.5,20180323
867.3,10750.0,3800.0,2.7795,146.35,743.1,313.0,4393.0,255.0,2344.0,20180326
865.4,10728.0,3878.0,2.841,146.63,752.8,319.0,4330.0,258.0,2364.0,20180327
865.8,10695.0,3927.0,2.846,142.06,743.0,316.0,4545.0,251.5,2265.0,20180328
869.4,10795.0,3991.5,2.9,144.22,741.9,316.7,4461.0,252.9,2314.0,20180329
872.4,10760.0,3961.0,2.9,143.5,737.6,315.2,4520.0,253.57,2287.0,20180330
870.0,10800.0,3955.5,2.959,142.58,735.2,314.0,4387.0,249.99,2253.0,20180402
874.1,10830.0,3951.0,2.922,144.25,741.0,314.0,4514.0,251.6,2263.0,20180403
868.1,10735.0,3939.0,2.888,145.28,753.1,313.7,4475.0,255.69,2249.5,20180404
881.7,10744.0,3990.0,2.8995,148.9,770.0,316.0,4497.0,262.0,2315.0,20180405
890.2,10733.0,3939.0,2.8385,150.42,762.3,315.4,4359.0,256.76,2312.0,20180406
837.0,9170.0,3620.0,2.5825,143.31,710.9,312.9,3561.0,213.0,2124.0,20180409
902.9,9813.0,3908.5,2.622,151.82,746.0,308.8,3677.0,215.48,2174.5,20180410
901.5,9888.0,4070.0,2.45,150.82,743.4,310.7,3585.0,208.0,2240.0,20180411
903.8,10376.0,3979.0,2.511,148.0,739.0,310.5,3599.0,212.21,2161.5,20180412
881.0,10490.0,3902.0,2.49,147.11,732.1,307.0,3550.0,204.7,2083.5,20180413
895.0,9900.0,3892.0,2.4765,145.0,716.0,313.2,3541.0,192.06,2020.5,20180416
922.7,10229.0,3940.0,2.5225,148.19,728.0,307.4,3657.0,207.5,2103.5,20180417
946.5,10672.0,4030.0,2.585,151.5,746.1,309.2,3718.0,215.87,2142.0,20180418
948.5,10685.0,4015.0,2.5555,151.0,734.1,312.3,3775.0,213.45,2096.5,20180419
953.7,10615.0,3985.0,2.5425,151.81,738.6,309.0,3790.0,215.36,2084.5,20180420
962.0,10875.0,3974.0,2.6,153.9,743.7,306.9,3900.0,223.25,2140.5,20180423
965.2,10860.0,3999.5,2.603,154.65,743.7,307.6,3906.0,223.0,2105.5,20180424
978.4,10803.0,4029.0,2.553,158.15,740.4,307.6,3947.0,220.45,2025.0,20180425
996.4,10988.0,4140.0,2.54,160.5,760.0,307.0,3920.0,220.7,2061.0,20180426
993.9,10989.0,4212.0,2.6,162.05,770.8,307.9,3937.0,223.91,2015.5,20180427
987.0,10948.0,4178.0,2.642,163.35,766.5,307.6,3946.0,224.87,2030.0,20180428
1011.9,10814.0,4156.5,2.5735,161.16,770.0,306.3,3995.0,226.99,2097.5,20180430
1000.0,11040.0,4141.0,2.599,157.74,758.2,306.8,3850.0,229.02,2215.0,20180502
982.1,10856.0,4068.0,2.545,153.34,748.4,308.8,3863.0,228.03,2128.0,20180503
975.5,10996.0,4108.0,2.555,153.8,765.7,317.2,3955.0,228.55,2107.0,20180504
978.3,11150.0,4121.0,2.5585,157.4,754.0,322.5,3976.0,229.86,2152.5,20180507
991.0,11094.0,4180.0,2.5785,157.88,754.0,321.1,3940.0,226.7,2127.5,20180508
973.7,10730.0,4235.0,2.552,154.7,765.0,324.6,3920.0,233.7,2190.0,20180510
986.2,10729.0,4383.0,2.5695,157.88,769.5,322.9,3868.0,235.72,2201.0,20180511
998.2,10778.0,4407.5,2.593,163.27,774.3,323.8,3885.0,237.8,2186.0,20180514
986.0,10915.0,4392.0,2.593,158.81,772.2,326.1,3737.0,231.39,2118.5,20180515
995.0,10800.0,4410.0,2.6245,161.41,768.3,327.8,3710.0,229.8,2114.0,20180516
987.2,10790.0,4354.0,2.6395,159.32,770.6,326.0,3688.0,226.05,2131.0,20180517
994.3,10732.0,4450.0,2.659,162.5,772.8,320.0,3730.0,222.2,2119.5,20180518
986.9,10922.0,4398.5,2.6365,161.56,775.1,321.5,3739.0,226.21,2142.0,20180521
986.6,10998.0,4360.0,2.6795,159.94,770.0,324.5,3738.0,225.6,2122.5,20180522
978.3,10850.0,4263.0,2.6615,159.5,761.3,326.0,3712.0,221.0,2086.5,20180523
995.3,10880.0,4230.0,2.654,163.0,757.2,326.5,3737.0,222.01,2094.0,20180524
1012.0,11090.0,4248.0,2.65,162.85,808.1,330.0,3728.0,220.0,2089.0,20180525
1006.0,11170.0,4290.0,2.7055,162.75,802.5,332.0,3785.0,220.9,2102.5,20180528
1008.6,11144.0,4224.0,2.6415,161.65,825.4,330.9,3755.0,219.0,2079.0,20180529
1002.1,11066.0,4246.5,2.623,163.27,821.2,327.8,3725.0,221.01,2072.0,20180530
1002.8,11111.0,4209.0,2.578,163.15,838.2,329.8,3750.0,222.36,2076.5,20180531
994.8,11150.0,4205.5,2.575,162.0,838.4,331.9,3800.0,220.0,2137.0,20180601
1013.3,11474.0,4299.0,2.59,167.66,841.0,331.6,3940.0,220.0,2163.5,20180604
1023.4,11551.0,4278.0,2.5725,171.3,847.1,330.8,3940.0,215.56,2213.0,20180605
1031.0,11640.0,4264.5,2.5465,170.67,844.4,331.8,3911.0,217.9,2214.0,20180606
1033.3,11644.0,4250.0,2.507,172.19,848.0,333.3,3941.0,216.41,2175.0,20180607
1015.0,11355.0,4159.5,2.4515,168.86,824.2,332.5,3785.0,210.95,2144.0,20180608
1025.0,11484.0,4193.0,2.496,171.27,827.1,333.3,3810.0,212.6,2159.0,20180609
1041.8,11500.0,4159.5,2.5555,170.5,828.2,334.6,3830.0,210.35,2192.5,20180611
1040.5,11275.0,4140.0,2.561,171.01,824.0,334.6,3845.0,215.0,2290.5,20180613
1025.9,11161.0,4090.0,2.56,169.11,813.8,333.4,3903.0,214.0,2292.0,20180614
1039.4,11066.0,4055.0,2.425,168.57,804.0,337.0,3979.0,209.36,2268.0,20180615
964.6,11051.0,4045.5,2.3435,167.3,799.5,331.6,3870.0,206.3,2287.0,20180618
958.8,11126.0,4091.0,2.3075,153.68,805.0,334.9,3890.0,206.0,2295.0,20180619
960.0,11243.0,4132.0,2.305,155.01,847.0,332.9,3943.0,212.2,2301.5,20180620
960.5,11224.0,4135.0,2.255,157.44,832.3,335.6,3806.0,210.4,2270.5,20180621
961.7,11222.0,4125.0,2.2575,157.74,827.8,318.2,3873.0,214.43,2220.0,20180622
944.0,11285.0,4140.0,2.2965,154.65,829.1,331.8,3890.0,202.51,2177.0,20180625
942.4,11222.0,4154.0,2.304,154.94,833.3,332.9,3894.0,199.91,2185.0,20180626
925.3,11100.0,4222.0,2.34,153.7,840.9,331.9,3880.0,207.95,2227.5,20180627
910.4,11115.0,4230.5,2.297,148.59,845.0,333.7,4108.0,208.5,2193.5,20180628
930.1,11399.0,4350.0,2.342,151.84,852.8,334.0,4206.0,218.0,2244.0,20180629
931.0,11600.0,4376.0,2.3385,154.7,879.3,335.0,4170.0,221.01,2257.5,20180702
934.7,11540.0,4325.0,2.291,153.01,879.9,335.0,4123.0,218.45,2240.5,20180703
930.9,11458.0,4334.5,2.312,151.53,874.7,334.5,4131.0,217.7,2236.0,20180704
942.3,11566.0,4462.0,2.292,154.27,903.7,335.0,4192.0,224.54,2226.0,20180705
941.9,11698.0,4415.5,2.2995,154.27,907.2,339.4,4186.0,226.71,2315.0,20180706
962.9,11799.0,4452.0,2.398,157.42,906.2,337.6,4276.0,230.0,2316.5,20180709
967.0,11725.0,4355.0,2.4105,161.0,901.3,338.4,4220.0,230.3,2302.5,20180710
955.0,11260.0,4280.0,2.4175,158.59,909.8,342.7,4226.0,227.57,2303.0,20180711
960.0,11359.0,4236.0,2.3815,155.65,891.8,337.9,4179.0,226.6,2345.0,20180712
961.6,11398.0,4319.0,2.4115,158.02,897.2,343.6,4260.0,229.85,2390.0,20180713
953.1,10680.0,4300.5,2.4095,156.89,898.0,339.2,4200.0,227.99,2333.0,20180716
961.3,10610.0,4262.5,2.416,157.08,886.0,345.2,4137.0,222.5,2420.0,20180717
980.7,10574.0,4299.0,2.3965,161.1,893.0,337.4,4189.0,216.28,2398.5,20180718
984.0,10350.0,4334.0,2.382,159.88,890.8,339.9,4149.0,207.5,2364.5,20180719
972.5,10255.0,4300.0,2.3335,159.46,881.6,338.9,4077.0,204.34,2329.5,20180720
983.0,10314.0,4340.0,2.3745,159.42,871.0,342.7,4142.0,208.42,2333.0,20180723
989.9,10760.0,4322.0,2.384,162.75,875.0,343.5,4292.0,215.45,2377.0,20180724
991.2,10845.0,4385.0,2.37,161.0,895.7,339.8,4361.0,213.7,2391.5,20180725
997.5,10827.0,4420.0,2.4185,163.45,914.5,340.8,4437.0,210.0,2430.0,20180726
1014.7,10848.0,4425.0,2.4045,163.64,920.0,341.2,4478.0,208.9,2388.0,20180727
1009.0,10866.0,4410.0,2.41,163.3,907.8,341.2,4416.0,211.33,2242.5,20180730
1020.3,10882.0,4451.5,2.4015,162.4,924.4,342.5,4469.0,214.86,2250.0,20180731
1013.4,10782.0,4494.0,2.41,160.32,930.2,341.2,4355.0,210.6,2272.0,20180801
996.1,10700.0,4501.5,2.35,159.8,929.4,339.3,4442.0,206.6,2237.0,20180802
