CHMF,GMKN,LKOH,MSNG,NLMK,NVTK,PIKK,PLZL,SBER,YNDX,<DATE>
1024.5,10814.0,4499.5,2.312,163.12,924.9,341.3,4359.0,202.21,2252.5,20180803
1024.0,10770.0,4479.0,2.28,161.82,926.0,348.5,4425.0,203.9,2230.5,20180806
1021.4,10830.0,4520.0,2.225,160.32,939.9,344.1,4480.0,201.79,2272.5,20180807
1024.9,10830.0,4499.0,2.165,158.9,923.6,346.6,4383.0,193.2,2185.0,20180808
1018.8,10999.0,4598.0,2.096,160.62,933.0,349.9,4450.0,195.9,2132.0,20180809
986.1,10800.0,4577.0,2.16,152.0,939.5,351.9,4214.0,186.15,2128.0,20180810
1019.9,11005.0,4541.0,2.1255,155.9,959.1,350.7,4165.0,190.0,2152.5,20180813
1024.5,10990.0,4460.0,2.086,155.48,987.6,350.0,4220.0,192.76,2150.0,20180814
1022.8,11000.0,4428.5,2.032,155.54,974.0,358.6,4146.0,187.98,2091.0,20180815
1018.0,10901.0,4396.0,2.0185,153.38,978.8,359.0,4116.0,191.6,2123.5,20180816
1020.2,10821.0,4375.0,2.0265,155.16,977.0,348.5,4055.0,189.55,2099.0,20180817
1045.0,10950.0,4386.0,2.012,157.74,981.0,352.4,4208.0,191.2,2133.5,20180820
1049.4,10930.0,4465.0,2.004,158.8,982.0,356.2,4190.0,191.8,2164.0,20180821
1058.8,11074.0,4512.5,2.0095,160.7,998.0,362.2,4268.0,187.8,2137.0,20180822
1049.5,10950.0,4450.0,2.01,158.0,995.0,362.6,4255.0,178.71,2120.0,20180823
1075.0,11015.0,4500.5,1.9825,159.5,1013.1,362.9,4393.0,180.39,2115.0,20180824
1093.1,11072.0,4577.0,1.9705,160.2,1070.0,363.2,4398.0,183.27,2151.0,20180827
1084.0,11250.0,4587.5,1.96,165.2,1067.0,361.0,4337.0,182.0,2153.5,20180828
1097.0,11338.0,4638.5,1.9995,168.32,1111.8,361.1,4241.0,183.5,2168.5,20180829
1086.5,11262.0,4702.0,1.9055,168.0,1099.5,364.0,4149.0,178.0,2142.0,20180830
1086.1,11220.0,4700.5,1.8565,165.66,1083.0,364.0,4373.0,182.0,2150.0,20180831
1093.8,11287.0,4728.0,1.928,168.6,1080.0,343.7,4367.0,181.21,2179.5,20180903
1086.6,11250.0,4717.0,1.913,164.74,1100.9,340.7,4350.0,179.5,2168.0,20180904
1067.6,11136.0,4637.0,1.956,163.78,1120.1,345.7,4289.0,178.46,2125.0,20180905
1059.0,11206.0,4610.5,1.9655,163.5,1167.0,346.7,4361.0,175.0,2105.5,20180906
1057.0,11200.0,4623.0,1.931,165.94,1150.9,346.9,4308.0,174.9,2098.5,20180907
1065.0,11365.0,4688.5,1.9095,170.0,1129.5,345.3,4336.0,171.21,2111.5,20180910
1077.5,11456.0,4706.5,1.8605,169.36,1125.2,343.6,4350.0,169.36,2094.5,20180911
1083.0,11565.0,4622.5,1.904,169.78,1112.3,346.8,4299.0,173.9,2066.5,20180912
1095.6,11637.0,4659.0,1.9185,169.52,1092.1,350.3,4233.0,183.5,2132.0,20180913
1087.0,11525.0,4604.0,2.012,170.2,1087.7,347.8,4145.0,188.71,2187.0,20180914
1079.2,11540.0,4631.0,2.065,171.34,1074.1,346.5,4105.0,188.11,2148.0,20180917
1078.2,11587.0,4685.0,2.073,173.36,1139.8,347.6,4110.0,191.65,2144.5,20180918
1082.4,11651.0,4719.0,2.05,172.34,1115.3,344.1,4089.0,193.9,2145.0,20180919
1098.5,11705.0,4701.0,2.05,174.88,1135.9,343.0,4075.0,191.16,2174.5,20180920
1115.0,12073.0,4737.5,2.0225,177.82,1113.5,348.2,4122.0,193.44,2204.0,20180921
1072.0,11916.0,4780.0,1.982,176.6,1111.0,344.9,4060.0,198.75,2193.5,20180924
1073.2,11957.0,4900.0,1.996,177.52,1104.5,346.8,4053.0,195.55,2213.0,20180925
1064.0,11886.0,4828.5,2.034,171.56,1107.0,347.1,4048.0,195.79,2216.0,20180926
1091.5,11830.0,4952.0,2.043,179.0,1147.5,345.8,4094.0,204.1,2185.0,20180927
1091.3,11388.0,5022.0,2.098,177.9,1168.2,347.6,4128.0,203.32,2160.5,20180928
1083.4,11307.0,5016.0,2.0735,177.22,1174.8,349.2,4090.0,204.2,2134.0,20181001
1078.7,11229.0,4898.5,2.0665,178.5,1162.7,353.3,4145.0,199.5,2136.5,20181002
1099.6,11365.0,5035.0,2.026,184.0,1200.0,351.4,4180.0,198.3,2172.5,20181003
1109.1,11416.0,4990.0,1.9925,182.0,1197.0,351.8,4170.0,189.35,2157.5,20181004
1094.2,11292.0,4987.0,1.982,178.1,1183.3,344.6,4150.0,187.2,2143.0,20181005
1089.9,11321.0,4966.0,2.023,178.42,1180.0,348.1,4152.0,191.85,2170.5,20181008
1103.2,11403.0,4971.5,1.9895,180.4,1145.0,347.6,4140.0,191.25,2220.0,20181009
1092.8,11376.0,4901.5,1.913,176.34,1170.0,349.3,4110.0,189.89,2146.0,20181010
1065.0,11253.0,4804.0,1.918,167.1,1126.0,350.2,4222.0,185.27,2118.0,20181011
1057.0,11170.0,4806.0,1.925,168.26,1163.0,348.4,4240.0,191.85,2140.0,20181012
1030.0,11088.0,4747.0,1.9405,165.0,1168.0,346.9,4204.0,190.92,2178.0,20181015
1044.0,11264.0,4795.0,1.933,167.86,1154.6,343.3,4316.0,196.05,2307.0,20181016
1073.0,11430.0,4773.0,1.951,171.3,1117.4,349.0,4350.0,194.05,2310.0,20181017
1054.8,11360.0,4694.5,1.9795,166.0,1103.5,349.5,4314.0,191.0,2235.0,20181018
1049.3,11378.0,4693.0,1.9655,160.4,1083.6,347.3,4300.0,183.8,1790.0,20181019
1054.5,11291.0,4673.5,1.931,158.5,1051.1,350.8,4213.0,180.7,1755.0,20181022
1018.9,11061.0,4770.0,1.89,158.2,1084.0,353.4,4239.0,181.0,1760.0,20181023
1009.1,11025.0,4995.0,1.97,156.7,1039.0,354.6,4165.0,188.01,1781.0,20181024
1015.5,10902.0,4943.0,1.942,161.0,1051.0,347.9,4180.0,186.71,1777.0,20181025
994.5,10650.0,4888.5,1.9115,158.72,1036.4,346.6,4137.0,181.0,1761.5,20181026
1001.4,10679.0,4872.5,1.93,159.84,1067.5,340.5,4200.0,185.59,1859.5,20181029
996.8,10702.0,4778.5,1.924,158.02,1031.5,348.9,4099.0,184.78,1843.0,20181030
1030.0,11000.0,4945.0,1.9285,160.42,1049.8,352.3,4152.0,189.8,1916.5,20181031
1026.0,11250.0,4937.0,1.907,159.06,1082.1,353.7,4148.5,188.67,1999.0,20181101
1040.5,11470.0,4980.0,1.89,157.94,1080.4,353.2,4185.0,192.6,1995.0,20181102
1032.6,11565.0,5055.0,1.905,157.92,1081.6,353.4,4214.0,197.8,2002.0,20181106
1042.6,11695.0,5174.5,1.882,157.6,1103.8,351.2,4247.0,201.9,1995.0,20181107
1025.6,11698.0,5160.0,1.893,156.8,1087.2,353.8,4260.0,202.89,1982.0,20181108
1039.3,11689.0,5094.5,1.867,161.74,1062.3,348.8,4356.0,195.75,1921.5,20181109
1033.5,11608.0,5129.0,1.854,160.96,1058.2,350.3,4330.0,196.82,1886.0,20181112
1037.0,11608.0,4959.5,1.842,164.0,1087.5,351.6,4323.5,196.56,1903.5,20181113
1024.9,11683.0,4856.5,1.811,164.6,1128.0,352.1,4400.0,199.2,1940.0,20181114
1023.5,11701.0,4854.0,1.774,164.38,1118.0,353.7,4329.5,200.15,1920.0,20181115
1024.1,11714.0,4824.0,1.761,164.26,1124.6,349.9,4295.0,199.26,1916.0,20181116
1010.0,11746.0,4845.5,1.76,163.24,1131.4,351.5,4480.0,197.99,1924.5,20181119
1005.0,11742.0,4809.5,1.712,163.5,1119.6,352.2,4450.0,194.21,1902.0,20181120
1015.8,11820.0,4800.0,1.7,162.66,1135.0,355.3,4550.0,197.5,1909.0,20181121
1006.6,11876.0,4813.5,1.701,163.86,1124.0,354.3,4689.0,199.4,1921.0,20181122
1002.0,11954.0,4670.0,1.699,164.86,1115.6,353.7,4732.0,197.3,1898.5,20181123
998.0,11959.0,4623.0,1.675,162.28,1096.0,348.4,4752.0,188.5,1920.0,20181126
986.4,12379.0,4689.0,1.674,161.2,1104.9,350.6,4700.0,191.03,1945.0,20181127
997.1,12770.0,4717.5,1.68,159.04,1143.5,352.2,4688.5,190.2,1945.5,20181128
1003.0,12691.0,4766.0,1.767,160.96,1167.8,356.2,4704.0,195.76,1967.5,20181129
1002.7,12738.0,4896.0,1.75,158.36,1127.2,351.1,4827.5,194.0,1965.0,20181130
978.0,12817.0,5098.5,1.88,161.44,1149.7,351.0,4695.5,200.3,1989.0,20181203
964.3,12666.0,5209.0,1.905,161.14,1130.0,351.5,4715.0,199.0,1957.5,20181204
960.6,12820.0,5260.0,1.919,158.38,1136.3,352.0,4780.0,196.0,1955.0,20181205
952.5,12699.0,5162.5,1.876,157.76,1128.0,352.9,4775.0,192.19,1914.0,20181206
955.1,12745.0,5266.5,1.886,158.36,1117.1,355.0,4847.5,195.01,1912.5,20181207
947.7,12630.0,5173.5,1.882,156.0,1104.0,356.1,5024.5,191.8,1903.0,20181210
940.0,12738.0,5267.0,1.883,156.26,1100.6,354.9,4873.5,192.57,1869.5,20181211
937.9,12890.0,5102.0,1.86,156.56,1097.0,353.5,4878.0,190.45,1871.5,20181212
940.4,13220.0,5131.5,1.88,154.16,1107.0,352.0,4999.0,189.17,1888.0,20181213
936.2,13160.0,5100.0,1.885,151.64,1123.8,352.4,4991.5,184.93,1860.5,20181214
957.9,13349.0,5100.0,1.88,153.84,1117.1,355.2,5024.5,182.3,1869.0,20181217
957.3,13212.0,4925.0,1.896,154.88,1119.3,357.5,5053.0,186.6,1856.0,20181218
969.4,13125.0,4910.0,1.969,153.96,1120.1,358.1,5175.5,188.85,1894.0,20181219
962.5,13217.0,4808.5,1.97,153.1,1127.7,361.8,5167.0,189.3,1864.0,20181220
945.0,13014.0,4930.0,2.04,151.92,1121.1,362.1,5300.0,186.79,1860.5,20181221
934.8,12783.0,4909.0,2.02,153.88,1110.5,369.7,5300.0,184.3,1840.5,20181224
926.8,12555.0,4810.0,2.028,151.54,1087.6,370.0,5219.0,183.3,1828.0,20181225
915.0,12867.0,4829.5,2.06,150.98,1096.5,376.4,5200.0,183.4,1832.0,20181226
929.5,12889.0,4884.0,2.02,151.98,1106.4,376.9,5298.5,185.0,1880.0,20181227
937.7,13073.0,4955.5,2.0,157.0,1126.8,375.6,5392.0,186.5,1916.0,20181228
942.9,13039.0,4997.0,2.045,157.42,1131.1,374.6,5399.0,186.34,1926.0,20181229
