<DATE>,CHMF,GMKN,LKOH,MSNG,NLMK,NVTK,PIKK,PLZL,SBER,YNDX
20150105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150106,0.06471810271298425,0.05778556159905464,0.02155255838573428,0.015975995933724174,0.006241325670765055,0.04549164551076703,0.036870535808327796,0.045429056846748694,0.03332187923352044,0.01197619104671562
20150108,-0.02582900952626363,0.04815685689742026,0.09239840447713032,0.034857069865508114,0.010588421943769322,0.013129291441792802,-0.03948218524262569,0.012339976235575876,0.11983994416356072,0.0018298266770761572
20150109,0.01072175219414067,0.019699963161804796,-0.04411603496645418,0.0,0.007242659699303135,-0.016491345459697035,0.007814574803019713,-0.00947874395454377,-0.04037815594339735,0.003649639087549331
20150112,0.01788665572333587,0.010112962229184595,0.0064803790983037615,-0.005115100666770489,0.032172025488383195,-0.009304359785779134,-0.02469261259037141,-0.028987536873252298,-0.003174605840772654,0.013568729206068796
20150113,0.04302209736365671,0.01872789330900439,0.018004087035505212,-0.01253241614680772,0.033447464946824546,0.0389592026014747,0.038606776778733136,0.015081774557322033,-0.04204823624349939,0.035308168993514154
20150114,0.020374219195137298,-0.043318874718842354,0.025833139095926227,-0.014947961435873139,-0.0021400719223656234,0.017219102639565647,-0.013395357432237052,-0.011167875236185796,-0.004320378936903,0.02060158699121773
20150115,-0.0307191390375302,-0.032824545648043456,0.011869005645540718,0.0030075210639553224,0.03836978505853916,-0.02996860702753182,-0.015682496000617694,0.020300358799458285,0.028725815937652634,-0.001700680682017331
20150116,0.018714598900109625,0.028753771277561863,0.04374261747610909,0.0,0.006892922307371072,0.013974744484067146,0.02240260399913692,0.02923357632281826,0.003069717250182933,-0.008547060578458408
20150119,0.0018693182433775237,-0.015175757575382871,-0.03571808260207923,-0.008292546578009192,-0.003573086577863523,-0.006141268022082465,-0.02821503780046012,0.012927234501459755,-0.003069717250183046,0.0
20150120,-0.0035717360872978892,0.0056123406700606514,-0.004289489751323914,-0.003792192637062694,0.018650396119065195,-0.024949319047948615,-0.003184716067519836,0.02625773308873593,-0.016313575491523794,-0.03760827991715931
20150121,0.008652187319716963,0.02141633171785871,0.04583849266419641,-0.016086137751624496,-0.004956962928471051,0.03190658058736039,-0.0005317734770355123,0.0008932559772149207,0.032365284502031716,-0.03537783908165104
20150122,0.012589339583563194,0.07091350650628173,0.024408964878924928,0.008458335702738318,0.04381476553521814,0.06569761666344051,0.0,-0.0008932559772149909,0.024381860567982538,0.021014935081289515
20150123,-0.021071154639472525,0.001347060725199792,0.01023117056574901,-0.010003931064518998,-0.004893359826991516,-0.0225943762459343,0.0,-0.04477678085597333,0.00155279534306082,0.009896616986920495
20150126,0.04846562055603567,0.03356495657236638,0.005565390027810704,-0.00698489452195087,0.04115147925690038,-0.015748356968139168,0.0,-0.017916556579000723,-0.06341166726637357,0.0035746240029592047
20150127,0.026189780217543285,0.0386662555684953,0.0207952225900282,0.01545625823669189,0.04542481997537546,0.00297177038915748,-0.009620597986982553,-0.01052137874153276,0.011669127399457456,-0.023466780821558716
20150128,-0.0026121042279250665,0.03126217690503219,-0.020690512375451244,-0.0061538655743782235,-0.006770663288562283,-0.03523263260737894,0.0021459235702766762,0.014320053774748471,-0.00935736943464103,-0.01286782461139294
20150129,0.005296245730496759,-0.007309465192972248,-0.007004791880936003,-0.00231749814036259,0.03475087927793609,-0.01569631564731873,0.004278081391078393,0.0,-0.0021464550468435943,-0.0055658770774451175
20150130,0.012768964373371652,0.013877065709551464,-0.01962761098020588,-0.0023228814161396385,0.03135779976004674,-0.043392600722687795,0.012198507136646582,-0.00522690664947919,0.016393809775676352,0.0
20150202,0.005511366560808231,-0.028835549639887267,-0.014368478243314605,-0.011696039763191411,-0.03873167573217296,0.025752496102414764,-0.008470140633983832,-0.0028625973746332026,-0.0016273396593754824,-0.07432266425029915
20150203,-0.021755298891569564,-0.02604547765438281,0.0362078969607539,-0.0023557136924590365,0.0,0.021587341489370786,-0.0010638298875649908,0.007141187215253302,0.00972454989199478,-0.00100250634962559
20150204,0.0372713947972316,-0.02208001384185815,0.020307909568944637,0.0023557136924589835,0.009054925342563145,-0.007910116181917273,0.0005320564105294756,-0.0018993358036525163,-0.015604998068890007,0.0517946731897308
20150205,0.011217337568862958,0.03203935374461666,0.0291249844715718,-0.0007846214604178179,-0.00911142411372978,0.044351807550509686,0.0026560440581162104,0.008518745316327955,0.022196131969750073,0.03738753207162041
20150206,0.05541502653412756,0.026141792739915327,0.04058698693483775,0.04075919820009874,0.028407836541089564,0.04304263782150992,0.012127752126120807,-0.0009429515078703472,0.029989621200820153,-0.00551979322359781
20150209,-0.0074434927126598195,-0.0036929612004622686,-0.03393360244410129,0.008255206355966344,-0.01343489454269134,0.01009820908519305,0.06198022002760113,0.008454723918932452,0.01940313412875603,-0.005550430530649092
20150210,-0.011560822401075971,-0.0006168216259364457,-0.005319161477599933,0.0,-0.0075986509319658,-0.014320053774748558,0.005893926688777798,-0.0056285326830972735,-0.008731004379890875,-0.03109058707003112
20150211,0.010123007631448378,0.03055528043676497,0.02277207034219713,0.0007471050029985646,-0.00618848669811429,0.020744868014152776,-0.010832208329360314,0.06641822093914868,0.001844451798647732,-0.007684956169384023
20150212,0.025569574849503823,0.028652840729027705,0.016448642811084102,0.018498492712235096,0.0021421734332003907,0.01606910510856366,0.01522996767713018,-0.0317486983145803,0.031590324287589566,0.03226086221822148
20150213,-0.0021060028843889185,0.005715958071897672,0.0047961722634930135,0.020320002490957313,0.004607008541728188,0.007938747500180945,-0.004397759347769748,0.010395573844011399,0.04920809851732184,0.04026161344647044
20150216,-0.03795657926768178,-0.017162797352011844,-0.03737234269810579,0.010718216220024107,-0.04236466364324923,-0.035945464765596874,-0.003925422116105535,0.03360174654676807,-0.008534902449837331,-0.041195756438267284
20150217,0.01965949411050635,-0.045120435280469544,-0.0033167526259939265,-0.01000008333458331,0.0006430680412192598,-0.0036283817138971337,0.006859409550893202,-0.017101929639271204,0.03440142671733253,-0.038099846232270404
20150218,0.0048550716530793864,-0.020875730337876097,-0.003327790092674691,0.010710562938181976,0.00110978078619524,0.009141179631345225,0.0014637719129822074,-0.010671510787840217,0.05308602740578353,0.05109910077591
20150219,0.005681833467430864,0.019115941058383934,-0.0017348372937165154,-0.027359517895816986,0.0027399673188598208,0.0032175668905791138,-0.032204913467262675,-0.0076284866238044615,-0.034895004003945324,-0.032820573603294295
20150220,-0.0015592887134122059,-0.0022041005176068836,-0.001604063971798083,0.01161116092767784,0.0001746369012209727,-0.021198158420058014,-0.02086058855257115,-0.012692826798418958,0.013061520102266112,0.003805903737678411
20150224,-0.00969358980347408,0.0015874419066900605,0.0036721790556350675,-0.009423773981877376,-0.015485996945867263,0.000385951374918096,0.0010277493196528514,0.0036429912785010087,-0.014146413075504901,-0.01434744840814154
20150225,-0.013121087962697212,-0.02561610902648781,-0.022783406627712176,0.012305620356766332,-0.01849584377040326,-0.02263511271379674,-0.025489026202326397,0.004535155165391363,0.006761350978043925,-0.012603172153325399
20150226,-0.007283353391108158,0.0028888708364053143,0.0005452934495419474,0.06003197903568038,-0.016209187791152536,-0.014711994975300386,-0.0031662295580496607,0.005865119452398058,0.023311078868447146,-0.01573287121889961
20150227,-0.002928259779088334,0.007991063847930963,0.015618450745341787,0.026739561041899087,-0.007309839361419535,0.008773735245041289,0.030194901945968914,-0.0013504390978714624,-0.0005268010131050646,0.006913607784818279
20150302,0.03684930444216816,0.00775025036575872,0.015312195850020319,0.009192448184164145,0.019536640908278436,0.016734321013820132,-0.014983488789235874,0.01785761740000647,0.0038130346639238997,-0.01587334915629012
20150303,0.04267443258668907,0.018550797921208097,-0.005864147869733612,-0.019802627296179754,0.026725522855479397,0.018952414117213833,0.002080083953328005,0.007054702979890033,-0.008566773973852073,0.0
20150304,-0.011508860729882527,-0.030064156392282375,-0.018275301147626984,-0.013423020332140661,-0.03827931510776225,-0.017976709092983725,-0.023654190897889716,-0.0030803104663797622,-0.04383225653188807,-0.004008021397538822
20150305,6.84908051361685e-05,0.0035842332278151067,-0.013628831055605787,0.041686485605000156,0.004881034705914388,-0.0005853087670758688,0.0021253993123135366,0.003519581283897841,0.005378952352613273,-0.026451186087169717
20150306,-0.012473887662623829,-0.01714069931142305,-0.04025040262129748,-0.026931020039080697,-0.006717582513215861,-0.027100857470502292,0.0,-0.011484225157007396,0.007536863357703006,-0.039963256811837294
20150310,-0.014881330966862949,-0.05277900073066487,-0.0367380831452906,-0.03523399690946004,-0.05026183478088831,-0.02785582161459369,-0.001593625835278036,-0.008028589066574329,-0.04824423812884998,-0.05174516967766163
20150311,0.03343218929584577,0.015514516679989794,0.010284098821510842,-0.01388911216066715,0.030521705531664924,-0.00620477688688287,0.008997149868842822,0.0013425824348318298,0.01252863768316901,0.014582423294270149
20150312,-0.033925025578570925,0.013322272277752217,0.002563728330675476,0.01733145635163994,-0.02627814486536828,-0.021388947077025572,0.0,0.006686006631742425,0.0015551003346022168,-0.004464293128685493
20150313,-0.0026796433776328124,-0.033162678904864566,-0.027779048927171094,-0.0034423441909729015,-0.0016695566711237577,-0.02163983746063144,-0.01325927672578461,-0.008476517405530739,-0.042123637070430923,-0.015783867701262
20150316,0.0007058657736433552,-0.007931176113792968,0.0026291094956342378,-0.020906684819313712,-0.01196070505766397,0.009270304612702732,-0.045884618935369416,-0.04677606479773072,-0.03447583644013911,-0.0022753138371355394
20150317,-0.022549835183146308,0.02843249009631288,0.008590155530210733,-0.0028208763416413406,0.001624695727001983,-0.012959144642505228,-0.0469193607142786,-0.06297479916138843,-0.014130169057661332,0.012450641878787961
20150318,-0.004049759656920305,0.00911360655641009,0.016962058587216906,0.0007059654370154013,0.005633452914453906,0.008658062743114531,0.05858940146543093,-0.0020020026706730793,0.009391185947308056,-0.013590243141721577
20150319,-0.013496466037436103,-0.0267289156497951,-0.01666459446663272,0.0014104374693623334,0.00025824779018845067,-0.037325957612686436,0.02077712794175818,0.0460188880874474,-0.0055316674551302136,-0.0034266167166475555
20150320,0.003299728016921101,0.008703608096978769,0.0074817934842976485,0.00702250076982468,0.0072039933348191495,0.013333530869465168,0.015570784384879195,-0.002395210725954822,0.031844995680921626,-0.009195467093100275
20150323,-0.01252318392297945,-0.007743454398635416,-0.01116915449784349,-0.02695198600642455,-0.030783675658780527,-0.0410059702359796,0.03815461497128366,-0.03365350504164256,-0.030305349495328922,0.009195467093100394
20150324,-0.019159394629796687,-0.008674753193673699,0.011058447263012644,0.0007186489709219531,0.004352707525114627,-0.012497269802373806,0.0,0.0049480556173694375,0.00918842605440617,-0.009195467093100275
20150325,-0.0053794121465972275,0.01632297403193052,-0.0045866549800786666,0.0050161337711164,-0.029653568511141058,0.002093754399873378,-0.010827638652063392,-0.011417349142810488,-0.01227009259181436,0.02170273644549433
20150326,-0.032820211494096675,-0.018260959134609088,-0.027932571791963335,0.0007145409378686284,-0.014819132803398841,-0.029001207319797658,0.006201570263281107,0.0004991265389371955,-0.030554668321972546,-0.005665737535677308
20150327,0.009220976486037483,-0.04007461787835427,-0.017692769214508634,0.020502662326517613,0.0059677098602850115,-0.0035949709178589233,-0.0005153311116364295,0.061915323080979655,-0.029877070862945238,0.003403293131707865
20150330,0.021850384621253105,0.061188645995369946,0.0305717351074484,0.01734348016359725,0.04663192044132094,0.03653912663721289,-0.008801506468594053,-0.036298158710679436,0.032419579780652824,0.004519781705619557
20150331,0.0015209128407067448,-0.012518678467788386,0.017904245520768497,-0.013153529899743142,0.013163630731861069,0.0,0.0036335363101514242,-0.011249812946709053,-0.0020652958330128935,0.006741598566919453
20150401,-0.020730108946075132,0.013373014273703994,0.018315530306432976,0.017271586508660498,-0.007825423927247846,0.041488439063415615,0.0010357328735321183,0.011249812946709146,0.025437075680775648,0.010027939186124712
20150402,-0.0023300981416227323,-0.043537827586282135,0.00921332504060387,0.0681706157190944,-0.0035121987323524996,0.03684340420649122,-0.03797924806521633,-0.016675226994639053,0.021776661799489526,0.01867160229306335
20150403,-0.0030372672389098166,0.014463773572116204,0.015806797986557975,-0.0019212301778938213,0.014103876152490478,0.019500405967127623,0.036943515191684276,0.001976285228211959,-0.006391742960010063,0.02259375290836245
20150406,-0.004455743154566418,-0.003620887647408367,-0.0005311520813247965,0.06213178110700618,-0.012151131927207353,0.003352895010310968,-0.0031136506732793584,0.0034491288197179924,0.05191142391681106,-0.006403437035206913
20150407,-0.0020390564668231843,-0.007380107297622534,-0.01186481771744056,0.016726793805313583,-0.029029614675114116,-0.007559884807940288,-0.014659948410684742,0.010763313301988361,0.008803000782356615,0.008528836347520502
20150408,-0.026893179338182843,-0.013823500914185306,-0.012624153228396402,0.05250701250993276,-0.031278046063925216,-0.008042371390253503,0.012578782206860185,-0.0053671756067399,-0.0028776998276149467,0.0042372944755152174
20150409,-0.01200728364046228,-0.024942994423973817,-0.01728094552600432,0.01616985328628682,-0.03285889552203409,-0.010896379576140394,-0.05129329438755046,0.0029311208088587263,0.03677925150329649,-0.007427089843615341
20150410,-0.009183403339176673,0.019923407536679327,-0.027291266469829132,-0.0223722977545331,-0.002572900218656599,-0.004089985251525055,0.05129329438755048,0.009708814126960903,-0.006968669316093316,0.001064396055786723
20150413,-0.004127121004650939,-0.009810445307494522,-0.006816607061035589,0.04965167617619512,0.022781317726867912,0.028913578758164332,0.0,0.02339567200888437,0.035718082602079246,0.0010632643213300838
20150414,-0.024279133155082233,-0.03295923108035443,-0.02241206637035702,0.016017427331662042,-0.05013059768357797,-0.030424642186536253,0.0,-0.013780213309442327,-0.0006749915882333652,-0.03349854007448389
20150415,-0.015457842270894142,0.011696039763191236,0.013969959440200132,0.04808369999310494,-0.005827049495386469,0.03773232686269026,0.018576385572935457,0.0421608108242779,0.03241947261996687,0.06693948267510931
20150416,-0.025099356802295473,-0.015906572299534752,-0.005797117684325958,0.019495743696699402,-0.033090701539078234,0.025265799142775203,-0.03326710098293906,0.027597318017792347,0.00013072749871550552,0.054986363829105385
20150417,-0.006285709686885122,-0.0021119332031435015,-0.001551590691418833,0.004938281640582577,0.039138363602922194,0.023653137184313226,-0.017057982904576625,0.019881370553828995,-0.0537041789718611,0.024028066118865
20150420,0.0034576035155650478,0.013648505831559988,0.03584066417005106,-0.018896633891289382,-0.005899722127188383,0.004348692364179639,0.012820688429061469,0.027611762783448752,0.013698844358161927,0.0009492169673321553
20150421,0.007143202471075546,0.011404996613990382,0.021563578664724668,0.03259547824945134,0.04766245048916349,0.03164390978697889,-0.007458745287676058,0.03758271114904285,0.02339759821403849,0.03450225673176323
20150422,0.006306958537683842,-0.010362787035546547,-0.033052545795348845,-0.009275145819539607,-0.016639792305162493,-0.0353984839041551,0.005333345975362603,0.07574597415796018,-0.017970176478673383,-0.00920816819386259
20150423,-0.04263554859908497,-0.00731838080767984,-0.018159726791505647,-0.037476281660044124,-0.02497588804537203,-0.010948651222584233,0.010582109330537008,-0.03518630912504369,0.025385464694169833,-0.004636076917478545
20150424,0.002366434161586859,0.019638014855222773,0.020241286820234506,0.027619129398426433,-0.0069347382301257155,-0.0014021033844310651,-0.007926065272420716,0.041624505951905574,-0.0006598482588474313,-0.022557347424074514
20150427,0.027084428409280985,-0.005571619861039363,0.006406654662657158,0.007401958295667518,0.020951612485778023,-0.005023621536539574,-0.0015927797367862224,0.05543720689122567,-0.007287213433684315,0.01696553415829667
20150428,0.017888937233449965,0.0008273865401156543,-0.006444462560731523,0.0024551939659500787,-0.016224868087115776,-0.0020165362751929693,0.010045022343104146,0.069992371820035,0.006626929487608858,-0.0817575728533165
20150429,-0.008203205089847983,-0.012587942550163725,-0.01328303607758623,-0.019812436074055157,0.002060945820022612,0.007240578696259487,0.002101945072372136,0.008950830520084578,-0.006626929487608961,0.011094415359202851
20150430,0.013836534542946782,0.009170551972207884,0.013547661350843907,-0.0010010010845848878,0.004109192750133194,-0.01007057856359617,0.007843177461025879,0.019608471388376337,0.02235464555580427,0.004004009353382181
20150505,-0.0035496336132326755,0.05352110143801436,0.00354677200845626,0.015897006409999498,0.0017559267022650125,0.01407058389694237,0.004158010148663677,0.027136541435000935,0.04214231886723482,-0.016113138143131717
20150506,-0.008186059820902418,0.03193304710300901,0.0018814680997055703,-0.020917097273997758,-0.009400774284705779,-0.020976969260475865,-0.020965128465044964,0.0140737272116619,-0.012671896558452947,0.021095709487595544
20150507,0.019397906462280953,-0.028889502463095792,-0.0035778213478839666,-0.011642753637405676,0.014940954660321028,-0.0012237407197166273,0.02044632170892031,0.03389119965522573,-0.0346855579878901,-0.03850526338310754
20150508,0.011596310030683428,0.032691788412834356,0.015387510886302155,0.0071030232682461735,0.0031934995931392316,0.025588179593857244,0.010838815788114043,0.015194691264845926,-0.013158084577511088,0.011299555253933466
