,0
0,0.20381697926286133
1,0.09510159287991851
2,0.12159719916735662
3,0.17371195475477247
4,0.18387752860009376
5,0.04225585673733449
6,0.15934012389952484
7,0.28407614152586
8,0.2643054390506513
9,0.09062257389221086
10,0.07961404035953895
11,0.14035678636216972
12,0.16137711775157776
13,0.09839347067723923
14,0.04393552509249008
15,0.43720305083291067
16,0.12302949040096356
17,0.04450353877917382
18,0.329292252749859
19,0.12276332913442443
20,0.3058500041441067
21,0.2153975129407864
22,0.1729904662100969
23,0.2846645833678878
24,0.13835768446239927
25,0.23437157886656806
26,0.5066734262701177
27,0.06605283499106548
28,0.1073116842420147
29,0.09089636110118948
30,0.0268460251215492
31,0.09864240849980505
32,0.13309675893811118
33,0.1568854277539218
34,0.23773866996348691
35,0.1060475895629277
36,0.3415216895118753
37,0.03827752367143623
38,0.09941008601159416
39,0.2804062430401416
40,0.14808607268905458
41,0.07155930326304322
42,0.10380054417485672
43,0.15502109810787149
44,0.08014135287912216
45,0.24792604302401433
46,0.050781624258277785
47,0.14470514882975138
48,0.35130216708181083
49,0.15287654877245527
50,0.16172916155190922
51,0.45296479009151475
52,0.11044848543443025
53,0.03506009612544947
54,0.14360119733713872
55,0.15558774170242004
56,0.2543119048063275
57,0.3746206731730523
58,0.0956749320313481
59,0.22185149560190878
60,0.25726345133639766
61,0.193597180850879
62,0.09161792935625798
63,0.20033981332423687
64,0.058527164679919585
65,0.17385460161571326
66,0.16998974713772566
67,0.04695135286584348
68,0.18017946062690054
69,0.12015417374667693
70,0.07995567391822514
71,0.034094170311345734
72,0.07466002957013278
73,0.2556026415135076
74,0.26359682161509335
75,0.1977950592725091
76,0.10530519161295439
77,0.08875752527083079
78,0.09994938902143359
79,0.09748832800864841
80,0.29362295969431457
81,0.15058581037712154
82,0.14342206613516392
83,0.0790992657979656
84,0.13464509403336525
85,0.2861437659891064
86,0.15750460834096053
87,0.1710516874887826
88,0.3592809588950287
89,0.20952806580032798
90,0.07111418812722331
91,0.14703563729324726
92,0.22037352484744915
93,0.20333093044348283
94,0.1160618151926267
95,0.14294222668834125
96,0.04128904116999293
97,0.08643510772167441
98,0.34027106056059897
99,0.14085100014069804
100,0.0958718556440337
101,0.16825588867901858
102,0.0596121385063116
103,0.0694434562813655
104,0.1037482606987511
105,0.10260652017224098
106,0.04284498392960754
107,0.059864172517085985
108,0.16211883336285116
109,0.31374489074170653
110,0.11482486346802045
111,0.1652310291805048
112,0.20725694784525567
113,0.1465488363077802
114,0.15381428727435156
115,0.09672628667679503
116,0.055063988442794656
117,0.04853128268791406
118,0.0712326671884471
119,0.18943144435900003
120,0.15690118888075083
121,0.44463878032412635
122,0.17873205528796426
123,0.29015729482743113
124,0.13031411966616524
125,0.05026041724996171
126,0.21087445506581037
127,0.06883857275835296
128,0.2127730600998188
129,0.09970157660050925
130,0.1306571587113511
131,0.09227295298529384
132,0.03794717060257201
133,0.2185476054757836
134,0.2161024865072061
135,0.1376130627356977
136,0.26679267430630216
137,0.16838215678228582
138,0.4008581222900282
139,0.1618541702216851
140,0.15973429988048402
141,0.19052290397472216
142,0.12655668715506035
143,0.1181359783539185
144,0.06280668243527089
145,0.13208680960521793
146,0.06508356914190457
147,0.2113968259882283
148,0.1525573882540185
149,0.1507389000185644
150,0.09645847740888071
151,0.191221210929161
152,0.3456717080880136
153,0.20124398499725377
154,0.08764827792534777
155,0.04812760755116318
156,0.20318069053193122
157,0.30627624013284893
158,0.2824674866772022
159,0.10037144095831312
160,0.05657910047469173
161,0.3055267122299169
162,0.04730205175967955
163,0.13333452124852363
164,0.1490872371138228
165,0.2364047328861543
166,0.1023588257114374
167,0.11696884478076591
168,0.07566181669760512
169,0.16842912091921042
170,0.3532441685000205
171,0.19850576366535788
172,0.12118986981923997
173,0.08292879935938315
174,0.07179262199979257
175,0.08185701950620895
176,0.1018783567294027
177,0.12741603597165105
178,0.17359093902660425
179,0.09893098833108029
180,0.046581419435391284
181,0.08672907957801121
182,0.05681758724450077
183,0.14910419936331282
184,0.19034519202603875
185,0.1734536747724064
186,0.1644909528922759
187,0.31633624666068066
188,0.18178152569873773
189,0.07811229199611087
190,0.07064520405421974
191,0.28471340948291496
192,0.08703379619582449
193,0.06768716187993942
194,0.17465887165471292
195,0.2556958757555083
196,0.1454793984654043
197,0.12814399604226057
